연도,시도,회사,용도,수요가수,공급량
2013,경북,대성청정,냉난방용,42.0,1379.0
2013,경북,대성청정,산업용,59.0,65358.0
2013,경북,대성청정,수송용,0.0,0.0
2013,경북,대성청정,업무난방용,287.0,489.0
2013,경북,대성청정,연료전지용,,
2013,경북,대성청정,열병합용,0.0,0.0
2013,경북,대성청정,일반용1,1378.0,5171.0
2013,경북,대성청정,일반용2,0.0,0.0
2013,경북,대성청정,집단에너지용,0.0,0.0
2013,경북,대성청정,취사용,7068.0,774.0
2013,경북,서라벌,개별난방용,71205.0,38155.0
2013,경북,서라벌,냉난방용,50.0,2069.0
2013,경북,서라벌,산업용,109.0,90257.0
2013,경북,서라벌,수송용,1.0,5813.0
2013,경북,서라벌,업무난방용,438.0,2569.0
2013,경북,서라벌,연료전지용,,
2013,경북,서라벌,열병합용,0.0,0.0
2013,경북,서라벌,일반용1,1535.0,16918.0
2013,경북,서라벌,일반용2,0.0,0.0
2013,경북,서라벌,집단에너지용,0.0,0.0
2013,경북,서라벌,취사용,2394.0,7351.0
2013,경북,영남ES,개별난방용,208423.0,115631.0
2013,경북,영남ES,냉난방용,145.0,3877.0
2013,경북,영남ES,산업용,321.0,373303.0
2013,경북,영남ES,수송용,1.0,6150.0
2013,경북,영남ES,업무난방용,1561.0,9418.0
2013,경북,영남ES,연료전지용,,
2013,경북,영남ES,열병합용,2.0,905.0
2013,경북,영남ES,일반용1,5504.0,10147.0
2013,경북,영남ES,일반용2,573.0,11463.0
2013,경북,영남ES,집단에너지용,5.0,12560.0
2013,경북,영남ES,취사용,3907.0,24781.0
2013,경북,포항,개별난방용,154550.0,82976.0
2013,경북,포항,냉난방용,116.0,4665.0
2013,경북,포항,산업용,257.0,322138.0
2013,경북,포항,수송용,1.0,3430.0
2013,경북,포항,업무난방용,1252.0,4501.0
2013,경북,포항,연료전지용,,
2013,경북,포항,열병합용,3.0,5007.0
2013,경북,포항,일반용1,3968.0,14273.0
2013,경북,포항,일반용2,96.0,4008.0
2013,경북,포항,집단에너지용,2.0,2712.0
2013,경북,포항,취사용,12206.0,20354.0
2013,광주,해양,개별난방용,485062.0,241714.0
2013,광주,해양,냉난방용,303.0,43125.0
2013,광주,해양,산업용,711.0,123238.0
2013,광주,해양,수송용,6.0,40604.0
2013,광주,해양,업무난방용,7824.0,16645.0
2013,광주,해양,연료전지용,,
2013,광주,해양,열병합용,33.0,1039.0
2013,광주,해양,일반용1,15519.0,48397.0
2013,광주,해양,일반용2,227.0,10889.0
2013,광주,해양,집단에너지용,2.0,80.0
2013,광주,해양,취사용,59096.0,64632.0
2013,대구,대성,개별난방용,660241.0,374867.0
2013,대구,대성,냉난방용,750.0,33309.0
2013,대구,대성,산업용,1326.0,280979.0
2013,대구,대성,수송용,9.0,68054.0
2013,대구,대성,업무난방용,3920.0,19064.0
2013,대구,대성,연료전지용,,
2013,대구,대성,열병합용,26.0,23272.0
2013,대구,대성,일반용1,17644.0,39330.0
2013,대구,대성,일반용2,1211.0,35722.0
2013,대구,대성,집단에너지용,34.0,9510.0
2013,대구,대성,취사용,152333.0,86368.0
2013,대전,충남,개별난방용,433224.0,279007.0
2013,대전,충남,냉난방용,952.0,39855.0
2013,대전,충남,산업용,233.0,119002.0
2013,대전,충남,수송용,5.0,33254.0
2013,대전,충남,업무난방용,5898.0,37457.0
2013,대전,충남,연료전지용,,
2013,대전,충남,열병합용,33.0,5448.0
2013,대전,충남,일반용1,14852.0,60907.0
2013,대전,충남,일반용2,194.0,10276.0
2013,대전,충남,집단에너지용,36.0,107417.0
2013,대전,충남,취사용,109450.0,57916.0
2013,부산,부산,개별난방용,1005273.0,441381.0
2013,부산,부산,냉난방용,1775.0,54776.0
2013,부산,부산,산업용,938.0,409087.0
2013,부산,부산,수송용,16.0,103938.0
2013,부산,부산,업무난방용,4008.0,16213.0
2013,부산,부산,연료전지용,,
2013,부산,부산,열병합용,17.0,17905.0
2013,부산,부산,일반용1,36973.0,90106.0
2013,부산,부산,일반용2,1317.0,39156.0
2013,부산,부산,집단에너지용,2.0,25517.0
2013,부산,부산,취사용,116306.0,119957.0
2013,서울,강남,개별난방용,299735.0,196414.0
2013,서울,강남,냉난방용,314.0,10974.0
2013,서울,강남,산업용,141.0,8141.0
2013,서울,강남,수송용,4.0,42939.0
2013,서울,강남,업무난방용,8822.0,24462.0
2013,서울,강남,연료전지용,,
2013,서울,강남,열병합용,8.0,3010.0
2013,서울,강남,일반용1,9347.0,32290.0
2013,서울,강남,일반용2,78.0,5119.0
2013,서울,강남,집단에너지용,10.0,8926.0
2013,서울,강남,취사용,39989.0,38568.0
2013,서울,대륜,개별난방용,391238.0,293888.0
2013,서울,대륜,냉난방용,479.0,14158.0
2013,서울,대륜,산업용,164.0,3370.0
2013,서울,대륜,수송용,8.0,63621.0
2013,서울,대륜,업무난방용,4510.0,27480.0
2013,서울,대륜,연료전지용,,
2013,서울,대륜,열병합용,7.0,5022.0
2013,서울,대륜,일반용1,13495.0,42006.0
2013,서울,대륜,일반용2,162.0,9883.0
2013,서울,대륜,집단에너지용,8.0,78761.0
2013,서울,대륜,취사용,144035.0,65453.0
2013,서울,서울,개별난방용,1244454.0,878224.0
2013,서울,서울,냉난방용,1771.0,81345.0
2013,서울,서울,산업용,99.0,6338.0
2013,서울,서울,수송용,8.0,76247.0
2013,서울,서울,업무난방용,48642.0,93122.0
2013,서울,서울,연료전지용,,
2013,서울,서울,열병합용,73.0,10545.0
2013,서울,서울,일반용1,60127.0,187257.0
2013,서울,서울,일반용2,506.0,24169.0
2013,서울,서울,집단에너지용,6.0,113197.0
2013,서울,서울,취사용,232450.0,151331.0
2013,서울,예스코,개별난방용,840140.0,588010.0
2013,서울,예스코,냉난방용,1582.0,89393.0
2013,서울,예스코,산업용,1506.0,14498.0
2013,서울,예스코,수송용,7.0,47153.0
2013,서울,예스코,업무난방용,13612.0,94193.0
2013,서울,예스코,연료전지용,,
2013,서울,예스코,열병합용,29.0,8282.0
2013,서울,예스코,일반용1,42766.0,159085.0
2013,서울,예스코,일반용2,382.0,24503.0
2013,서울,예스코,집단에너지용,18.0,5403.0
2013,서울,예스코,취사용,44084.0,99894.0
2013,서울,코원ES,개별난방용,515164.0,359610.0
2013,서울,코원ES,냉난방용,2816.0,94478.0
2013,서울,코원ES,산업용,74.0,5694.0
2013,서울,코원ES,수송용,6.0,61920.0
2013,서울,코원ES,업무난방용,27568.0,100428.0
2013,서울,코원ES,연료전지용,,
2013,서울,코원ES,열병합용,139.0,44944.0
2013,서울,코원ES,일반용1,45863.0,140773.0
2013,서울,코원ES,일반용2,493.0,19682.0
2013,서울,코원ES,집단에너지용,25.0,107732.0
2013,서울,코원ES,취사용,240230.0,69187.0
2013,세종,중부,개별난방용,18745.0,10807.0
2013,세종,중부,냉난방용,29.0,939.0
2013,세종,중부,산업용,43.0,33660.0
2013,세종,중부,수송용,0.0,0.0
2013,세종,중부,업무난방용,206.0,501.0
2013,세종,중부,연료전지용,,
2013,세종,중부,열병합용,0.0,0.0
2013,세종,중부,일반용1,375.0,952.0
2013,세종,중부,일반용2,189.0,1278.0
2013,세종,중부,집단에너지용,1.0,8348.0
2013,세종,중부,취사용,7374.0,2854.0
2013,세종,충청ES,개별난방용,1727.0,678.0
2013,세종,충청ES,냉난방용,0.0,0.0
2013,세종,충청ES,산업용,10.0,14726.0
2013,세종,충청ES,수송용,0.0,0.0
2013,세종,충청ES,업무난방용,9.0,6.0
2013,세종,충청ES,연료전지용,,
2013,세종,충청ES,열병합용,0.0,0.0
2013,세종,충청ES,일반용1,52.0,136.0
2013,세종,충청ES,일반용2,0.0,0.0
2013,세종,충청ES,집단에너지용,0.0,0.0
2013,세종,충청ES,취사용,0.0,0.0
2013,울산,경동,개별난방용,373034.0,216322.0
2013,울산,경동,냉난방용,217.0,9011.0
2013,울산,경동,산업용,347.0,2544427.0
2013,울산,경동,수송용,5.0,32064.0
2013,울산,경동,업무난방용,2686.0,10017.0
2013,울산,경동,연료전지용,,
2013,울산,경동,열병합용,2.0,387.0
2013,울산,경동,일반용1,12764.0,39895.0
2013,울산,경동,일반용2,208.0,11491.0
2013,울산,경동,집단에너지용,0.0,0.0
2013,울산,경동,취사용,5994.0,49778.0
2013,인천,삼천리,개별난방용,276825.0,179530.0
2013,인천,삼천리,냉난방용,223.0,9639.0
2013,인천,삼천리,산업용,562.0,354668.0
2013,인천,삼천리,수송용,7.0,46127.0
2013,인천,삼천리,업무난방용,3319.0,17652.0
2013,인천,삼천리,연료전지용,,
2013,인천,삼천리,열병합용,27.0,2688.0
2013,인천,삼천리,일반용1,7317.0,33645.0
2013,인천,삼천리,일반용2,131.0,8039.0
2013,인천,삼천리,집단에너지용,11.0,24566.0
2013,인천,삼천리,취사용,71591.0,37695.0
2013,인천,인천,개별난방용,520742.0,346013.0
2013,인천,인천,냉난방용,392.0,17452.0
2013,인천,인천,산업용,235.0,249409.0
2013,인천,인천,수송용,8.0,60787.0
2013,인천,인천,업무난방용,10867.0,27618.0
2013,인천,인천,연료전지용,,
2013,인천,인천,열병합용,3.0,918.0
2013,인천,인천,일반용1,12033.0,51467.0
2013,인천,인천,일반용2,264.0,28177.0
2013,인천,인천,집단에너지용,0.0,0.0
2013,인천,인천,취사용,123269.0,73768.0
2013,전남,대화,개별난방용,56725.0,29690.0
2013,전남,대화,냉난방용,40.0,2284.0
2013,전남,대화,산업용,79.0,140312.0
2013,전남,대화,수송용,2.0,7944.0
2013,전남,대화,업무난방용,401.0,2404.0
2013,전남,대화,연료전지용,,
2013,전남,대화,열병합용,2.0,624.0
2013,전남,대화,일반용1,866.0,2906.0
2013,전남,대화,일반용2,29.0,3150.0
2013,전남,대화,집단에너지용,2.0,2998.0
2013,전남,대화,취사용,6557.0,8747.0
2013,전남,목포,개별난방용,81137.0,41139.0
2013,전남,목포,냉난방용,102.0,3768.0
2013,전남,목포,산업용,118.0,34947.0
2013,전남,목포,수송용,1.0,6664.0
2013,전남,목포,업무난방용,241.0,1588.0
2013,전남,목포,연료전지용,,
2013,전남,목포,열병합용,1.0,385.0
2013,전남,목포,일반용1,2093.0,8188.0
2013,전남,목포,일반용2,24.0,2782.0
2013,전남,목포,집단에너지용,0.0,0.0
2013,전남,목포,취사용,9224.0,9646.0
2013,전남,전남,개별난방용,113031.0,60025.0
2013,전남,전남,냉난방용,146.0,4467.0
2013,전남,전남,산업용,135.0,104341.0
2013,전남,전남,수송용,2.0,7343.0
2013,전남,전남,업무난방용,913.0,3039.0
2013,전남,전남,연료전지용,,
2013,전남,전남,열병합용,0.0,0.0
2013,전남,전남,일반용1,2649.0,7465.0
2013,전남,전남,일반용2,32.0,2709.0
2013,전남,전남,집단에너지용,0.0,0.0
2013,전남,전남,취사용,5350.0,7777.0
2013,전남,해양,개별난방용,36625.0,14278.0
2013,전남,해양,냉난방용,9.0,2409.0
2013,전남,해양,산업용,129.0,60397.0
2013,전남,해양,수송용,1.0,2289.0
2013,전남,해양,업무난방용,325.0,1692.0
2013,전남,해양,연료전지용,,
2013,전남,해양,열병합용,17.0,20.0
2013,전남,해양,일반용1,786.0,2211.0
2013,전남,해양,일반용2,17.0,353.0
2013,전남,해양,집단에너지용,1.0,588.0
2013,전남,해양,취사용,226.0,3390.0
2013,전북,군산,개별난방용,86175.0,50818.0
2013,전북,군산,냉난방용,49.0,1972.0
2013,전북,군산,산업용,104.0,219985.0
2013,전북,군산,수송용,1.0,4892.0
2013,전북,군산,업무난방용,598.0,2131.0
2013,전북,군산,연료전지용,,
2013,전북,군산,열병합용,2.0,4266.0
2013,전북,군산,일반용1,973.0,4837.0
2013,전북,군산,일반용2,0.0,0.0
2013,전북,군산,집단에너지용,2.0,1620.0
2013,전북,군산,취사용,4599.0,5656.0
2013,전북,전북,개별난방용,275842.0,152855.0
2013,전북,전북,냉난방용,183.0,10859.0
2013,전북,전북,산업용,305.0,164606.0
2013,전북,전북,수송용,3.0,16789.0
2013,전북,전북,업무난방용,2386.0,5747.0
2013,전북,전북,연료전지용,,
2013,전북,전북,열병합용,1.0,61.0
2013,전북,전북,일반용1,6340.0,27638.0
2013,전북,전북,일반용2,0.0,0.0
2013,전북,전북,집단에너지용,2.0,455.0
2013,전북,전북,취사용,-1253.0,26585.0
2013,전북,전북ES,개별난방용,85539.0,47279.0
2013,전북,전북ES,냉난방용,100.0,2797.0
2013,전북,전북ES,산업용,104.0,53608.0
2013,전북,전북ES,수송용,1.0,7630.0
2013,전북,전북ES,업무난방용,752.0,2879.0
2013,전북,전북ES,연료전지용,,
2013,전북,전북ES,열병합용,2.0,724.0
2013,전북,전북ES,일반용1,1735.0,4800.0
2013,전북,전북ES,일반용2,122.0,2372.0
2013,전북,전북ES,집단에너지용,4.0,1963.0
2013,전북,전북ES,취사용,10556.0,8286.0
2013,제주,제주,개별난방용,15599.0,5961.0
2013,제주,제주,냉난방용,14.0,1167.0
2013,제주,제주,산업용,0.0,0.0
2013,제주,제주,수송용,0.0,0.0
2013,제주,제주,업무난방용,19.0,2820.0
2013,제주,제주,연료전지용,,
2013,제주,제주,열병합용,0.0,0.0
2013,제주,제주,일반용1,141.0,880.0
2013,제주,제주,일반용2,0.0,0.0
2013,제주,제주,집단에너지용,0.0,0.0
2013,제주,제주,취사용,0.0,1261.0
2013,충남,서해,개별난방용,95260.0,56954.0
2013,충남,서해,냉난방용,32.0,1212.0
2013,충남,서해,산업용,87.0,636442.0
2013,충남,서해,수송용,0.0,0.0
2013,충남,서해,업무난방용,666.0,2174.0
2013,충남,서해,연료전지용,,
2013,충남,서해,열병합용,2.0,66.0
2013,충남,서해,일반용1,1163.0,32133.0
2013,충남,서해,일반용2,0.0,0.0
2013,충남,서해,집단에너지용,1.0,1842.0
2013,충남,서해,취사용,2827.0,11306.0
2013,충남,중부,개별난방용,314052.0,180011.0
2013,충남,중부,냉난방용,310.0,12395.0
2013,충남,중부,산업용,387.0,565496.0
2013,충남,중부,수송용,2.0,15126.0
2013,충남,중부,업무난방용,2939.0,10633.0
2013,충남,중부,연료전지용,,
2013,충남,중부,열병합용,8.0,35777.0
2013,충남,중부,일반용1,4002.0,11987.0
2013,충남,중부,일반용2,1767.0,20340.0
2013,충남,중부,집단에너지용,8.0,4168.0
2013,충남,중부,취사용,22152.0,44260.0
2013,충남,충남,개별난방용,12460.0,7967.0
2013,충남,충남,냉난방용,19.0,337.0
2013,충남,충남,산업용,1.0,890.0
2013,충남,충남,수송용,0.0,0.0
2013,충남,충남,업무난방용,213.0,4230.0
2013,충남,충남,연료전지용,,
2013,충남,충남,열병합용,1.0,250.0
2013,충남,충남,일반용1,340.0,1451.0
2013,충남,충남,일반용2,10.0,297.0
2013,충남,충남,집단에너지용,2.0,672.0
2013,충남,충남,취사용,692.0,1594.0
2013,충북,참빛충북,개별난방용,48202.0,33543.0
2013,충북,참빛충북,냉난방용,17.0,1162.0
2013,충북,참빛충북,산업용,86.0,53212.0
2013,충북,참빛충북,수송용,0.0,0.0
2013,충북,참빛충북,업무난방용,180.0,1607.0
2013,충북,참빛충북,연료전지용,,
2013,충북,참빛충북,열병합용,0.0,0.0
2013,충북,참빛충북,일반용1,640.0,4000.0
2013,충북,참빛충북,일반용2,0.0,0.0
2013,충북,참빛충북,집단에너지용,0.0,0.0
2013,충북,참빛충북,취사용,1684.0,119.0
2013,충북,충청ES,개별난방용,245889.0,162400.0
2013,충북,충청ES,냉난방용,331.0,5672.0
2013,충북,충청ES,산업용,385.0,383751.0
2013,충북,충청ES,수송용,3.0,19486.0
2013,충북,충청ES,업무난방용,6129.0,19685.0
2013,충북,충청ES,연료전지용,,
2013,충북,충청ES,열병합용,5.0,1474.0
2013,충북,충청ES,일반용1,12399.0,25611.0
2013,충북,충청ES,일반용2,0.0,0.0
2013,충북,충청ES,집단에너지용,5.0,2670.0
2013,충북,충청ES,취사용,84709.0,4384.0
2014,강원,강원,개별난방용,102482.0,74027.0
2014,강원,강원,냉난방용,178.0,4224.0
2014,강원,강원,산업용,90.0,13536.0
2014,강원,강원,수송용,3.0,7215.0
2014,강원,강원,업무난방용,1517.0,6994.0
2014,강원,강원,연료전지용,,
2014,강원,강원,열병합용,28.0,1031.0
2014,강원,강원,일반용1,3695.0,8601.0
2014,강원,강원,일반용2,34.0,8861.0
2014,강원,강원,집단에너지용,7.0,1276.0
2014,강원,강원,취사용,8475.0,655.0
2014,강원,참빛,개별난방용,20113.0,9332.0
2014,강원,참빛,냉난방용,8.0,239.0
2014,강원,참빛,산업용,0.0,0.0
2014,강원,참빛,수송용,0.0,0.0
2014,강원,참빛,업무난방용,206.0,1146.0
2014,강원,참빛,연료전지용,,
2014,강원,참빛,열병합용,0.0,0.0
2014,강원,참빛,일반용1,152.0,848.0
2014,강원,참빛,일반용2,13.0,3339.0
2014,강원,참빛,집단에너지용,0.0,0.0
2014,강원,참빛,취사용,0.0,73.0
2014,강원,참빛영동,개별난방용,36832.0,22267.0
2014,강원,참빛영동,냉난방용,19.0,2149.0
2014,강원,참빛영동,산업용,9.0,4313.0
2014,강원,참빛영동,수송용,0.0,0.0
2014,강원,참빛영동,업무난방용,31.0,860.0
2014,강원,참빛영동,연료전지용,,
2014,강원,참빛영동,열병합용,0.0,0.0
2014,강원,참빛영동,일반용1,389.0,1766.0
2014,강원,참빛영동,일반용2,5.0,259.0
2014,강원,참빛영동,집단에너지용,0.0,0.0
2014,강원,참빛영동,취사용,2308.0,83.0
2014,강원,참빛원주,개별난방용,101162.0,64848.0
2014,강원,참빛원주,냉난방용,103.0,2829.0
2014,강원,참빛원주,산업용,123.0,30529.0
2014,강원,참빛원주,수송용,11.0,8432.0
2014,강원,참빛원주,업무난방용,994.0,4230.0
2014,강원,참빛원주,연료전지용,,
2014,강원,참빛원주,열병합용,3.0,826.0
2014,강원,참빛원주,일반용1,2255.0,6966.0
2014,강원,참빛원주,일반용2,31.0,3679.0
2014,강원,참빛원주,집단에너지용,4.0,806.0
2014,강원,참빛원주,취사용,3209.0,198.0
2014,경기,대륜,개별난방용,253877.0,157532.0
2014,경기,대륜,냉난방용,162.0,3990.0
2014,경기,대륜,산업용,621.0,99923.0
2014,경기,대륜,수송용,5.0,27802.0
2014,경기,대륜,업무난방용,2871.0,12020.0
2014,경기,대륜,연료전지용,,
2014,경기,대륜,열병합용,9.0,1134.0
2014,경기,대륜,일반용1,8109.0,22033.0
2014,경기,대륜,일반용2,77.0,4321.0
2014,경기,대륜,집단에너지용,9.0,8920.0
2014,경기,대륜,취사용,23116.0,34459.0
2014,경기,삼천리,개별난방용,1667967.0,902408.0
2014,경기,삼천리,냉난방용,1269.0,57712.0
2014,경기,삼천리,산업용,1921.0,1056267.0
2014,경기,삼천리,수송용,28.0,188932.0
2014,경기,삼천리,업무난방용,25972.0,122103.0
2014,경기,삼천리,연료전지용,,
2014,경기,삼천리,열병합용,295.0,124833.0
2014,경기,삼천리,일반용1,45952.0,183409.0
2014,경기,삼천리,일반용2,869.0,49813.0
2014,경기,삼천리,집단에너지용,42.0,92543.0
2014,경기,삼천리,취사용,716959.0,247829.0
2014,경기,서울,개별난방용,257454.0,157996.0
2014,경기,서울,냉난방용,454.0,11461.0
2014,경기,서울,산업용,391.0,76910.0
2014,경기,서울,수송용,10.0,64030.0
2014,경기,서울,업무난방용,8622.0,12574.0
2014,경기,서울,연료전지용,,
2014,경기,서울,열병합용,9.0,3916.0
2014,경기,서울,일반용1,20102.0,51563.0
2014,경기,서울,일반용2,341.0,10521.0
2014,경기,서울,집단에너지용,3.0,68.0
2014,경기,서울,취사용,298773.0,46183.0
2014,경기,예스코,개별난방용,244699.0,166553.0
2014,경기,예스코,냉난방용,131.0,5162.0
2014,경기,예스코,산업용,577.0,11442.0
2014,경기,예스코,수송용,7.0,29600.0
2014,경기,예스코,업무난방용,1786.0,5199.0
2014,경기,예스코,연료전지용,,
2014,경기,예스코,열병합용,44.0,818.0
2014,경기,예스코,일반용1,8551.0,22712.0
2014,경기,예스코,일반용2,87.0,5952.0
2014,경기,예스코,집단에너지용,4.0,2061.0
2014,경기,예스코,취사용,25592.0,32900.0
2014,경기,인천,개별난방용,4160.0,1776.0
2014,경기,인천,냉난방용,8.0,300.0
2014,경기,인천,산업용,47.0,8333.0
2014,경기,인천,수송용,2.0,7187.0
2014,경기,인천,업무난방용,125.0,279.0
2014,경기,인천,연료전지용,,
2014,경기,인천,열병합용,0.0,0.0
2014,경기,인천,일반용1,168.0,552.0
2014,경기,인천,일반용2,1.0,530.0
2014,경기,인천,집단에너지용,0.0,0.0
2014,경기,인천,취사용,452.0,456.0
2014,경기,코원ES,개별난방용,425504.0,259814.0
2014,경기,코원ES,냉난방용,458.0,14515.0
2014,경기,코원ES,산업용,531.0,147195.0
2014,경기,코원ES,수송용,7.0,66058.0
2014,경기,코원ES,업무난방용,7362.0,28664.0
2014,경기,코원ES,연료전지용,,
2014,경기,코원ES,열병합용,40.0,876.0
2014,경기,코원ES,일반용1,18543.0,67398.0
2014,경기,코원ES,일반용2,283.0,13861.0
2014,경기,코원ES,집단에너지용,2.0,537.0
2014,경기,코원ES,취사용,170417.0,63347.0
2014,경남,경남,개별난방용,530193.0,289758.0
2014,경남,경남,냉난방용,377.0,14672.0
2014,경남,경남,산업용,827.0,441656.0
2014,경남,경남,수송용,8.0,51313.0
2014,경남,경남,업무난방용,1338.0,17805.0
2014,경남,경남,연료전지용,,
2014,경남,경남,열병합용,10.0,3120.0
2014,경남,경남,일반용1,46032.0,45067.0
2014,경남,경남,일반용2,336.0,12750.0
2014,경남,경남,집단에너지용,2.0,13642.0
2014,경남,경남,취사용,46829.0,2995.0
2014,경남,경동,개별난방용,64387.0,30695.0
2014,경남,경동,냉난방용,35.0,1110.0
2014,경남,경동,산업용,278.0,104695.0
2014,경남,경동,수송용,1.0,3551.0
2014,경남,경동,업무난방용,261.0,798.0
2014,경남,경동,연료전지용,,
2014,경남,경동,열병합용,0.0,0.0
2014,경남,경동,일반용1,2531.0,7084.0
2014,경남,경동,일반용2,41.0,2951.0
2014,경남,경동,집단에너지용,1.0,14196.0
2014,경남,경동,취사용,25396.0,10494.0
2014,경남,지에스이,개별난방용,115897.0,62654.0
2014,경남,지에스이,냉난방용,97.0,2807.0
2014,경남,지에스이,산업용,178.0,37487.0
2014,경남,지에스이,수송용,2.0,12064.0
2014,경남,지에스이,업무난방용,398.0,1580.0
2014,경남,지에스이,연료전지용,,
2014,경남,지에스이,열병합용,3.0,849.0
2014,경남,지에스이,일반용1,2687.0,5206.0
2014,경남,지에스이,일반용2,73.0,3782.0
2014,경남,지에스이,집단에너지용,5.0,14519.0
2014,경남,지에스이,취사용,7948.0,511.0
2014,경북,대성,개별난방용,102219.0,44540.0
2014,경북,대성,냉난방용,163.0,3256.0
2014,경북,대성,산업용,135.0,46247.0
2014,경북,대성,수송용,3.0,21215.0
2014,경북,대성,업무난방용,342.0,1503.0
2014,경북,대성,연료전지용,,
2014,경북,대성,열병합용,2.0,0.0
2014,경북,대성,일반용1,1585.0,3578.0
2014,경북,대성,일반용2,96.0,2124.0
2014,경북,대성,집단에너지용,1.0,654.0
2014,경북,대성,취사용,2667.0,11814.0
2014,경북,대성청정,개별난방용,47359.0,25824.0
2014,경북,대성청정,냉난방용,41.0,1054.0
2014,경북,대성청정,산업용,62.0,69789.0
2014,경북,대성청정,수송용,0.0,0.0
2014,경북,대성청정,업무난방용,485.0,546.0
2014,경북,대성청정,연료전지용,,
2014,경북,대성청정,열병합용,0.0,0.0
2014,경북,대성청정,일반용1,1507.0,5552.0
2014,경북,대성청정,일반용2,0.0,0.0
2014,경북,대성청정,집단에너지용,0.0,0.0
2014,경북,대성청정,취사용,6680.0,6033.0
2014,경북,서라벌,개별난방용,76723.0,38105.0
2014,경북,서라벌,냉난방용,52.0,1834.0
2014,경북,서라벌,산업용,119.0,99893.0
2014,경북,서라벌,수송용,1.0,5845.0
2014,경북,서라벌,업무난방용,395.0,2760.0
2014,경북,서라벌,연료전지용,,
2014,경북,서라벌,열병합용,0.0,0.0
2014,경북,서라벌,일반용1,1560.0,16887.0
2014,경북,서라벌,일반용2,0.0,0.0
2014,경북,서라벌,집단에너지용,0.0,0.0
2014,경북,서라벌,취사용,2372.0,9258.0
2014,경북,영남ES,개별난방용,223345.0,113755.0
2014,경북,영남ES,냉난방용,158.0,3758.0
2014,경북,영남ES,산업용,315.0,318773.0
2014,경북,영남ES,수송용,1.0,6986.0
2014,경북,영남ES,업무난방용,1699.0,9832.0
2014,경북,영남ES,연료전지용,,
2014,경북,영남ES,열병합용,2.0,970.0
2014,경북,영남ES,일반용1,5722.0,10786.0
2014,경북,영남ES,일반용2,563.0,10904.0
2014,경북,영남ES,집단에너지용,5.0,12035.0
2014,경북,영남ES,취사용,2804.0,27491.0
2014,경북,포항,개별난방용,162609.0,82642.0
2014,경북,포항,냉난방용,124.0,3964.0
2014,경북,포항,산업용,264.0,308163.0
2014,경북,포항,수송용,1.0,3576.0
2014,경북,포항,업무난방용,1275.0,4388.0
2014,경북,포항,연료전지용,,
2014,경북,포항,열병합용,3.0,4730.0
2014,경북,포항,일반용1,4174.0,13225.0
2014,경북,포항,일반용2,96.0,5152.0
2014,경북,포항,집단에너지용,2.0,2710.0
2014,경북,포항,취사용,10191.0,21226.0
2014,광주,해양,개별난방용,507640.0,295627.0
2014,광주,해양,냉난방용,322.0,20705.0
2014,광주,해양,산업용,739.0,142181.0
2014,광주,해양,수송용,6.0,39527.0
2014,광주,해양,업무난방용,8079.0,16847.0
2014,광주,해양,연료전지용,,
2014,광주,해양,열병합용,33.0,988.0
2014,광주,해양,일반용1,16891.0,50439.0
2014,광주,해양,일반용2,228.0,10186.0
2014,광주,해양,집단에너지용,2.0,57.0
2014,광주,해양,취사용,63641.0,3642.0
2014,대구,대성,개별난방용,696932.0,345724.0
2014,대구,대성,냉난방용,774.0,28348.0
2014,대구,대성,산업용,1356.0,272934.0
2014,대구,대성,수송용,9.0,67042.0
2014,대구,대성,업무난방용,3964.0,18048.0
2014,대구,대성,연료전지용,,
2014,대구,대성,열병합용,26.0,25038.0
2014,대구,대성,일반용1,18718.0,40851.0
2014,대구,대성,일반용2,1261.0,33710.0
2014,대구,대성,집단에너지용,35.0,11591.0
2014,대구,대성,취사용,152198.0,90176.0
2014,대전,충남,개별난방용,446439.0,256681.0
2014,대전,충남,냉난방용,978.0,40345.0
2014,대전,충남,산업용,220.0,113950.0
2014,대전,충남,수송용,5.0,34432.0
2014,대전,충남,업무난방용,6236.0,30759.0
2014,대전,충남,연료전지용,,
2014,대전,충남,열병합용,31.0,4635.0
2014,대전,충남,일반용1,15529.0,61849.0
2014,대전,충남,일반용2,201.0,9695.0
2014,대전,충남,집단에너지용,12.0,36976.0
2014,대전,충남,취사용,106914.0,60725.0
2014,부산,부산,개별난방용,1028059.0,436726.0
2014,부산,부산,냉난방용,1795.0,48301.0
2014,부산,부산,산업용,992.0,401256.0
2014,부산,부산,수송용,16.0,110875.0
2014,부산,부산,업무난방용,4442.0,16907.0
2014,부산,부산,연료전지용,,
2014,부산,부산,열병합용,18.0,16341.0
2014,부산,부산,일반용1,39643.0,93294.0
2014,부산,부산,일반용2,1312.0,36440.0
2014,부산,부산,집단에너지용,2.0,28677.0
2014,부산,부산,취사용,150037.0,124256.0
2014,서울,강남,개별난방용,306025.0,170419.0
2014,서울,강남,냉난방용,319.0,9681.0
2014,서울,강남,산업용,137.0,7077.0
2014,서울,강남,수송용,4.0,41193.0
2014,서울,강남,업무난방용,8725.0,21904.0
2014,서울,강남,연료전지용,,
2014,서울,강남,열병합용,8.0,2654.0
2014,서울,강남,일반용1,9772.0,31728.0
2014,서울,강남,일반용2,73.0,3619.0
2014,서울,강남,집단에너지용,10.0,7133.0
2014,서울,강남,취사용,39134.0,39107.0
