연도,시도,회사,용도,수요가수,공급량
2003,서울,강남,집단에너지용,,
2003,서울,강남,취사용,38907.0,35771.0
2003,서울,극동,개별난방용,650854.0,637859.0
2003,서울,극동,냉난방용,967.0,37317.0
2003,서울,극동,산업용,696.0,16685.0
2003,서울,극동,수송용,2.0,3469.0
2003,서울,극동,업무난방용,12449.0,133954.0
2003,서울,극동,연료전지용,,
2003,서울,극동,열병합용,6.0,175.0
2003,서울,극동,일반용1,22647.0,107388.0
2003,서울,극동,일반용2,501.0,46604.0
2003,서울,극동,집단에너지용,,
2003,서울,극동,취사용,85502.0,98724.0
2003,서울,대한,개별난방용,417821.0,398631.0
2003,서울,대한,냉난방용,1445.0,48003.0
2003,서울,대한,산업용,25.0,4197.0
2003,서울,대한,수송용,9.0,3646.0
2003,서울,대한,업무난방용,17147.0,140173.0
2003,서울,대한,연료전지용,,
2003,서울,대한,열병합용,11.0,30474.0
2003,서울,대한,일반용1,23105.0,105662.0
2003,서울,대한,일반용2,336.0,31325.0
2003,서울,대한,집단에너지용,,
2003,서울,대한,취사용,178350.0,71998.0
2003,서울,서울,개별난방용,1020741.0,981039.0
2003,서울,서울,냉난방용,1067.0,27831.0
2003,서울,서울,산업용,170.0,87073.0
2003,서울,서울,수송용,22.0,21960.0
2003,서울,서울,업무난방용,31164.0,147004.0
2003,서울,서울,연료전지용,,
2003,서울,서울,열병합용,1.0,118129.0
2003,서울,서울,일반용1,36656.0,102452.0
2003,서울,서울,일반용2,893.0,44384.0
2003,서울,서울,집단에너지용,,
2003,서울,서울,취사용,202535.0,139776.0
2003,서울,한진,개별난방용,300164.0,340678.0
2003,서울,한진,냉난방용,233.0,5275.0
2003,서울,한진,산업용,181.0,1594.0
2003,서울,한진,수송용,2.0,3502.0
2003,서울,한진,업무난방용,5085.0,38557.0
2003,서울,한진,연료전지용,,
2003,서울,한진,열병합용,1.0,100629.0
2003,서울,한진,일반용1,6228.0,26174.0
2003,서울,한진,일반용2,211.0,19408.0
2003,서울,한진,집단에너지용,,
2003,서울,한진,취사용,167026.0,55046.0
2003,울산,경동,개별난방용,215007.0,156219.0
2003,울산,경동,냉난방용,150.0,4597.0
2003,울산,경동,산업용,382.0,620130.0
2003,울산,경동,수송용,9.0,4204.0
2003,울산,경동,업무난방용,895.0,14732.0
2003,울산,경동,연료전지용,,
2003,울산,경동,열병합용,1.0,1700.0
2003,울산,경동,일반용1,4288.0,10469.0
2003,울산,경동,일반용2,195.0,15676.0
2003,울산,경동,집단에너지용,,
2003,울산,경동,취사용,18066.0,29644.0
2003,인천,삼천리,개별난방용,222368.0,223007.0
2003,인천,삼천리,냉난방용,148.0,3927.0
2003,인천,삼천리,산업용,472.0,350197.0
2003,인천,삼천리,수송용,15.0,6436.0
2003,인천,삼천리,업무난방용,1207.0,19107.0
2003,인천,삼천리,연료전지용,,
2003,인천,삼천리,열병합용,0.0,0.0
2003,인천,삼천리,일반용1,2077.0,10586.0
2003,인천,삼천리,일반용2,116.0,15617.0
2003,인천,삼천리,집단에너지용,,
2003,인천,삼천리,취사용,29964.0,31202.0
2003,인천,인천,개별난방용,403372.0,350151.0
2003,인천,인천,냉난방용,243.0,6857.0
2003,인천,인천,산업용,125.0,123238.0
2003,인천,인천,수송용,21.0,4772.0
2003,인천,인천,업무난방용,12620.0,26657.0
2003,인천,인천,연료전지용,,
2003,인천,인천,열병합용,1.0,1750.0
2003,인천,인천,일반용1,4839.0,20412.0
2003,인천,인천,일반용2,233.0,22276.0
2003,인천,인천,집단에너지용,,
2003,인천,인천,취사용,81903.0,58128.0
2003,전남,대화,개별난방용,29311.0,25797.0
2003,전남,대화,냉난방용,30.0,573.0
2003,전남,대화,산업용,17.0,12560.0
2003,전남,대화,수송용,0.0,0.0
2003,전남,대화,업무난방용,102.0,1360.0
2003,전남,대화,연료전지용,,
2003,전남,대화,열병합용,0.0,0.0
2003,전남,대화,일반용1,211.0,654.0
2003,전남,대화,일반용2,30.0,1751.0
2003,전남,대화,집단에너지용,,
2003,전남,대화,취사용,9695.0,5542.0
2003,전남,목포,개별난방용,37016.0,22821.0
2003,전남,목포,냉난방용,41.0,1262.0
2003,전남,목포,산업용,10.0,1168.0
2003,전남,목포,수송용,0.0,0.0
2003,전남,목포,업무난방용,115.0,2081.0
2003,전남,목포,연료전지용,,
2003,전남,목포,열병합용,0.0,0.0
2003,전남,목포,일반용1,295.0,917.0
2003,전남,목포,일반용2,84.0,2627.0
2003,전남,목포,집단에너지용,,
2003,전남,목포,취사용,4205.0,5314.0
2003,전남,전남,개별난방용,61327.0,43880.0
2003,전남,전남,냉난방용,67.0,1699.0
2003,전남,전남,산업용,14.0,86448.0
2003,전남,전남,수송용,0.0,0.0
2003,전남,전남,업무난방용,613.0,3442.0
2003,전남,전남,연료전지용,,
2003,전남,전남,열병합용,0.0,0.0
2003,전남,전남,일반용1,691.0,1796.0
2003,전남,전남,일반용2,40.0,1195.0
2003,전남,전남,집단에너지용,,
2003,전남,전남,취사용,11925.0,1005.0
2003,전북,군산,개별난방용,36488.0,24792.0
2003,전북,군산,냉난방용,31.0,577.0
2003,전북,군산,산업용,23.0,26276.0
2003,전북,군산,수송용,1.0,9.0
2003,전북,군산,업무난방용,166.0,2247.0
2003,전북,군산,연료전지용,,
2003,전북,군산,열병합용,0.0,0.0
2003,전북,군산,일반용1,250.0,3167.0
2003,전북,군산,일반용2,0.0,0.0
2003,전북,군산,집단에너지용,,
2003,전북,군산,취사용,5045.0,3168.0
2003,전북,익산,개별난방용,44220.0,31825.0
2003,전북,익산,냉난방용,31.0,503.0
2003,전북,익산,산업용,48.0,24495.0
2003,전북,익산,수송용,0.0,0.0
2003,전북,익산,업무난방용,326.0,3845.0
2003,전북,익산,연료전지용,,
2003,전북,익산,열병합용,2.0,237.0
2003,전북,익산,일반용1,471.0,1623.0
2003,전북,익산,일반용2,61.0,2820.0
2003,전북,익산,집단에너지용,,
2003,전북,익산,취사용,5441.0,4405.0
2003,전북,전북,개별난방용,121703.0,97672.0
2003,전북,전북,냉난방용,124.0,3062.0
2003,전북,전북,산업용,126.0,38051.0
2003,전북,전북,수송용,5.0,4334.0
2003,전북,전북,업무난방용,626.0,10241.0
2003,전북,전북,연료전지용,,
2003,전북,전북,열병합용,0.0,0.0
2003,전북,전북,일반용1,1788.0,12625.0
2003,전북,전북,일반용2,0.0,0.0
2003,전북,전북,집단에너지용,,
2003,전북,전북,취사용,13092.0,11903.0
2003,충남,서해,개별난방용,10551.0,7222.0
2003,충남,서해,냉난방용,0.0,82.0
2003,충남,서해,산업용,9.0,76767.0
2003,충남,서해,수송용,0.0,0.0
2003,충남,서해,업무난방용,61.0,384.0
2003,충남,서해,연료전지용,,
2003,충남,서해,열병합용,0.0,0.0
2003,충남,서해,일반용1,39.0,532.0
2003,충남,서해,일반용2,0.0,0.0
2003,충남,서해,집단에너지용,,
2003,충남,서해,취사용,0.0,1151.0
2003,충남,중부,개별난방용,103774.0,86859.0
2003,충남,중부,냉난방용,76.0,2082.0
2003,충남,중부,산업용,131.0,190683.0
2003,충남,중부,수송용,3.0,780.0
2003,충남,중부,업무난방용,949.0,8298.0
2003,충남,중부,연료전지용,,
2003,충남,중부,열병합용,0.0,0.0
2003,충남,중부,일반용1,743.0,2495.0
2003,충남,중부,일반용2,303.0,11876.0
2003,충남,중부,집단에너지용,,
2003,충남,중부,취사용,17623.0,14946.0
2003,충북,참빛충북,개별난방용,12844.0,11650.0
2003,충북,참빛충북,냉난방용,5.0,358.0
2003,충북,참빛충북,산업용,0.0,0.0
2003,충북,참빛충북,수송용,0.0,0.0
2003,충북,참빛충북,업무난방용,8.0,595.0
2003,충북,참빛충북,연료전지용,,
2003,충북,참빛충북,열병합용,0.0,0.0
2003,충북,참빛충북,일반용1,59.0,714.0
2003,충북,참빛충북,일반용2,0.0,0.0
2003,충북,참빛충북,집단에너지용,,
2003,충북,참빛충북,취사용,5727.0,1151.0
2003,충북,청주,개별난방용,95346.0,99451.0
2003,충북,청주,냉난방용,109.0,2261.0
2003,충북,청주,산업용,93.0,103676.0
2003,충북,청주,수송용,0.0,0.0
2003,충북,청주,업무난방용,3370.0,10129.0
2003,충북,청주,연료전지용,,
2003,충북,청주,열병합용,0.0,0.0
2003,충북,청주,일반용1,3852.0,13354.0
2003,충북,청주,일반용2,0.0,0.0
2003,충북,청주,집단에너지용,,
2003,충북,청주,취사용,59498.0,4333.0
2004,강원,강원,개별난방용,49593.0,44135.0
2004,강원,강원,냉난방용,65.0,1018.0
2004,강원,강원,산업용,7.0,32.0
2004,강원,강원,수송용,16.0,157.0
2004,강원,강원,업무난방용,641.0,7822.0
2004,강원,강원,연료전지용,,
2004,강원,강원,열병합용,0.0,0.0
2004,강원,강원,일반용1,1411.0,4393.0
2004,강원,강원,일반용2,0.0,0.0
2004,강원,강원,집단에너지용,,
2004,강원,강원,취사용,6293.0,1104.0
2004,강원,참빛,개별난방용,11230.0,6673.0
2004,강원,참빛,냉난방용,7.0,43.0
2004,강원,참빛,산업용,0.0,0.0
2004,강원,참빛,수송용,0.0,0.0
2004,강원,참빛,업무난방용,0.0,826.0
2004,강원,참빛,연료전지용,,
2004,강원,참빛,열병합용,0.0,0.0
2004,강원,참빛,일반용1,64.0,558.0
2004,강원,참빛,일반용2,0.0,0.0
2004,강원,참빛,집단에너지용,,
2004,강원,참빛,취사용,464.0,1122.0
2004,강원,참빛영동,개별난방용,13559.0,10200.0
2004,강원,참빛영동,냉난방용,7.0,33.0
2004,강원,참빛영동,산업용,0.0,0.0
2004,강원,참빛영동,수송용,0.0,0.0
2004,강원,참빛영동,업무난방용,25.0,662.0
2004,강원,참빛영동,연료전지용,,
2004,강원,참빛영동,열병합용,0.0,0.0
2004,강원,참빛영동,일반용1,140.0,1060.0
2004,강원,참빛영동,일반용2,0.0,0.0
2004,강원,참빛영동,집단에너지용,,
2004,강원,참빛영동,취사용,1274.0,86.0
2004,강원,참빛원주,개별난방용,47913.0,46782.0
2004,강원,참빛원주,냉난방용,43.0,571.0
2004,강원,참빛원주,산업용,24.0,15409.0
2004,강원,참빛원주,수송용,0.0,0.0
2004,강원,참빛원주,업무난방용,287.0,4723.0
2004,강원,참빛원주,연료전지용,,
2004,강원,참빛원주,열병합용,0.0,0.0
2004,강원,참빛원주,일반용1,627.0,2634.0
2004,강원,참빛원주,일반용2,21.0,2122.0
2004,강원,참빛원주,집단에너지용,,
2004,강원,참빛원주,취사용,7318.0,587.0
2004,경기,극동,개별난방용,135211.0,150125.0
2004,경기,극동,냉난방용,63.0,1932.0
2004,경기,극동,산업용,198.0,6028.0
2004,경기,극동,수송용,1.0,5824.0
2004,경기,극동,업무난방용,1358.0,6713.0
2004,경기,극동,연료전지용,,
2004,경기,극동,열병합용,0.0,0.0
2004,경기,극동,일반용1,2619.0,8951.0
2004,경기,극동,일반용2,66.0,7899.0
2004,경기,극동,집단에너지용,,
2004,경기,극동,취사용,18086.0,20550.0
2004,경기,대한,개별난방용,309050.0,278542.0
2004,경기,대한,냉난방용,329.0,9444.0
2004,경기,대한,산업용,297.0,58194.0
2004,경기,대한,수송용,11.0,17432.0
2004,경기,대한,업무난방용,4420.0,31234.0
2004,경기,대한,연료전지용,,
2004,경기,대한,열병합용,1.0,1778.0
2004,경기,대한,일반용1,21456.0,37189.0
2004,경기,대한,일반용2,222.0,19942.0
2004,경기,대한,집단에너지용,,
2004,경기,대한,취사용,118115.0,50467.0
2004,경기,삼천리,개별난방용,1204944.0,1030544.0
2004,경기,삼천리,냉난방용,743.0,27235.0
2004,경기,삼천리,산업용,1310.0,754675.0
2004,경기,삼천리,수송용,31.0,27110.0
2004,경기,삼천리,업무난방용,10353.0,118812.0
2004,경기,삼천리,연료전지용,,
2004,경기,삼천리,열병합용,8.0,21733.0
2004,경기,삼천리,일반용1,19047.0,69810.0
2004,경기,삼천리,일반용2,624.0,69120.0
2004,경기,삼천리,집단에너지용,,
2004,경기,삼천리,취사용,468282.0,193663.0
2004,경기,서울,개별난방용,166003.0,154502.0
2004,경기,서울,냉난방용,187.0,7342.0
2004,경기,서울,산업용,135.0,19735.0
2004,경기,서울,수송용,3.0,7701.0
2004,경기,서울,업무난방용,8344.0,13458.0
2004,경기,서울,연료전지용,,
2004,경기,서울,열병합용,0.0,0.0
2004,경기,서울,일반용1,18811.0,24422.0
2004,경기,서울,일반용2,285.0,18216.0
2004,경기,서울,집단에너지용,,
2004,경기,서울,취사용,148198.0,32497.0
2004,경기,인천,개별난방용,0.0,0.0
2004,경기,인천,냉난방용,1.0,89.0
2004,경기,인천,산업용,2.0,202.0
2004,경기,인천,수송용,0.0,0.0
2004,경기,인천,업무난방용,4.0,148.0
2004,경기,인천,연료전지용,,
2004,경기,인천,열병합용,0.0,0.0
2004,경기,인천,일반용1,4.0,14.0
2004,경기,인천,일반용2,0.0,0.0
2004,경기,인천,집단에너지용,,
2004,경기,인천,취사용,0.0,0.0
2004,경기,한진,개별난방용,133208.0,146214.0
2004,경기,한진,냉난방용,82.0,1894.0
2004,경기,한진,산업용,269.0,45675.0
2004,경기,한진,수송용,1.0,2552.0
2004,경기,한진,업무난방용,2875.0,11769.0
2004,경기,한진,연료전지용,,
2004,경기,한진,열병합용,0.0,0.0
2004,경기,한진,일반용1,2277.0,9887.0
2004,경기,한진,일반용2,111.0,10603.0
2004,경기,한진,집단에너지용,,
2004,경기,한진,취사용,27746.0,19961.0
2004,경남,경남,개별난방용,230594.0,149344.0
2004,경남,경남,냉난방용,3.0,7676.0
2004,경남,경남,산업용,519.0,226648.0
2004,경남,경남,수송용,11.0,12198.0
2004,경남,경남,업무난방용,997.0,17711.0
2004,경남,경남,연료전지용,,
2004,경남,경남,열병합용,5.0,10152.0
2004,경남,경남,일반용1,29106.0,25609.0
2004,경남,경남,일반용2,400.0,24727.0
2004,경남,경남,집단에너지용,,
2004,경남,경남,취사용,48031.0,31625.0
2004,경남,경동,개별난방용,34363.0,20768.0
2004,경남,경동,냉난방용,16.0,272.0
2004,경남,경동,산업용,163.0,76870.0
2004,경남,경동,수송용,2.0,2381.0
2004,경남,경동,업무난방용,124.0,675.0
2004,경남,경동,연료전지용,,
2004,경남,경동,열병합용,1.0,4948.0
2004,경남,경동,일반용1,684.0,1295.0
2004,경남,경동,일반용2,32.0,2744.0
2004,경남,경동,집단에너지용,,
2004,경남,경동,취사용,7941.0,4966.0
2004,경남,신아,개별난방용,26544.0,22828.0
2004,경남,신아,냉난방용,29.0,1368.0
2004,경남,신아,산업용,61.0,30245.0
2004,경남,신아,수송용,7.0,213.0
2004,경남,신아,업무난방용,9.0,2863.0
2004,경남,신아,연료전지용,,
2004,경남,신아,열병합용,0.0,0.0
2004,경남,신아,일반용1,598.0,1521.0
2004,경남,신아,일반용2,28.0,2508.0
2004,경남,신아,집단에너지용,,
2004,경남,신아,취사용,8894.0,711.0
2004,경북,경북,개별난방용,16765.0,13940.0
2004,경북,경북,냉난방용,18.0,159.0
2004,경북,경북,산업용,13.0,28937.0
2004,경북,경북,수송용,0.0,0.0
2004,경북,경북,업무난방용,33.0,629.0
2004,경북,경북,연료전지용,,
2004,경북,경북,열병합용,0.0,0.0
2004,경북,경북,일반용1,524.0,1543.0
2004,경북,경북,일반용2,0.0,0.0
2004,경북,경북,집단에너지용,,
2004,경북,경북,취사용,7703.0,1012.0
2004,경북,구미,개별난방용,97500.0,76815.0
2004,경북,구미,냉난방용,46.0,1475.0
2004,경북,구미,산업용,226.0,235774.0
2004,경북,구미,수송용,0.0,0.0
2004,경북,구미,업무난방용,432.0,6636.0
2004,경북,구미,연료전지용,,
2004,경북,구미,열병합용,0.0,0.0
2004,경북,구미,일반용1,2754.0,5372.0
2004,경북,구미,일반용2,86.0,5592.0
2004,경북,구미,집단에너지용,,
2004,경북,구미,취사용,7275.0,11695.0
2004,경북,대구,개별난방용,46403.0,30964.0
2004,경북,대구,냉난방용,40.0,807.0
2004,경북,대구,산업용,63.0,26171.0
2004,경북,대구,수송용,0.0,0.0
2004,경북,대구,업무난방용,159.0,3384.0
2004,경북,대구,연료전지용,,
2004,경북,대구,열병합용,0.0,0.0
2004,경북,대구,일반용1,452.0,580.0
2004,경북,대구,일반용2,36.0,3162.0
2004,경북,대구,집단에너지용,,
2004,경북,대구,취사용,6746.0,5870.0
2004,경북,서라벌,개별난방용,35559.0,28252.0
2004,경북,서라벌,냉난방용,16.0,793.0
2004,경북,서라벌,산업용,30.0,20672.0
2004,경북,서라벌,수송용,0.0,0.0
2004,경북,서라벌,업무난방용,43.0,1909.0
2004,경북,서라벌,연료전지용,,
2004,경북,서라벌,열병합용,0.0,0.0
2004,경북,서라벌,일반용1,442.0,841.0
2004,경북,서라벌,일반용2,52.0,8034.0
2004,경북,서라벌,집단에너지용,,
2004,경북,서라벌,취사용,5491.0,472.0
2004,경북,포항,개별난방용,63162.0,54728.0
2004,경북,포항,냉난방용,71.0,1932.0
2004,경북,포항,산업용,111.0,207165.0
2004,경북,포항,수송용,0.0,0.0
2004,경북,포항,업무난방용,430.0,4412.0
2004,경북,포항,연료전지용,,
2004,경북,포항,열병합용,1.0,64.0
2004,경북,포항,일반용1,1200.0,4019.0
2004,경북,포항,일반용2,76.0,6053.0
2004,경북,포항,집단에너지용,,
2004,경북,포항,취사용,17169.0,1396.0
2004,광주,해양,개별난방용,255043.0,181623.0
2004,광주,해양,냉난방용,412.0,12441.0
2004,광주,해양,산업용,501.0,64030.0
2004,광주,해양,수송용,12.0,16706.0
2004,광주,해양,업무난방용,3434.0,27466.0
2004,광주,해양,연료전지용,,
2004,광주,해양,열병합용,1.0,79.0
2004,광주,해양,일반용1,13913.0,21154.0
2004,광주,해양,일반용2,141.0,14984.0
2004,광주,해양,집단에너지용,,
2004,광주,해양,취사용,42682.0,41608.0
2004,대구,대구,개별난방용,354611.0,289617.0
2004,대구,대구,냉난방용,470.0,18125.0
2004,대구,대구,산업용,945.0,241516.0
2004,대구,대구,수송용,30.0,27741.0
2004,대구,대구,업무난방용,1785.0,32825.0
2004,대구,대구,연료전지용,,
2004,대구,대구,열병합용,0.0,0.0
2004,대구,대구,일반용1,9416.0,20960.0
2004,대구,대구,일반용2,584.0,47512.0
2004,대구,대구,집단에너지용,,
2004,대구,대구,취사용,136967.0,55479.0
2004,대전,충남,개별난방용,235078.0,253936.0
2004,대전,충남,냉난방용,678.0,19796.0
2004,대전,충남,산업용,401.0,38658.0
2004,대전,충남,수송용,18.0,9123.0
2004,대전,충남,업무난방용,4354.0,61055.0
2004,대전,충남,연료전지용,,
2004,대전,충남,열병합용,10.0,3587.0
2004,대전,충남,일반용1,6873.0,42846.0
2004,대전,충남,일반용2,217.0,15016.0
2004,대전,충남,집단에너지용,,
2004,대전,충남,취사용,98507.0,36303.0
2004,부산,부산,개별난방용,455258.0,343261.0
2004,부산,부산,냉난방용,683.0,34784.0
2004,부산,부산,산업용,638.0,291718.0
2004,부산,부산,수송용,1.0,1992.0
2004,부산,부산,업무난방용,677.0,41108.0
2004,부산,부산,연료전지용,,
2004,부산,부산,열병합용,4.0,29655.0
2004,부산,부산,일반용1,11536.0,43942.0
2004,부산,부산,일반용2,552.0,48072.0
2004,부산,부산,집단에너지용,,
2004,부산,부산,취사용,165811.0,57326.0
2004,서울,강남,개별난방용,257452.0,226348.0
2004,서울,강남,냉난방용,206.0,4888.0
2004,서울,강남,산업용,164.0,17846.0
2004,서울,강남,수송용,2.0,3130.0
2004,서울,강남,업무난방용,8341.0,24464.0
2004,서울,강남,연료전지용,,
2004,서울,강남,열병합용,0.0,0.0
2004,서울,강남,일반용1,6124.0,18782.0
2004,서울,강남,일반용2,108.0,12927.0
2004,서울,강남,집단에너지용,,
2004,서울,강남,취사용,38435.0,36332.0
2004,서울,극동,개별난방용,683406.0,632275.0
2004,서울,극동,냉난방용,1136.0,43400.0
2004,서울,극동,산업용,864.0,16771.0
2004,서울,극동,수송용,3.0,6494.0
2004,서울,극동,업무난방용,20164.0,133934.0
2004,서울,극동,연료전지용,,
2004,서울,극동,열병합용,11.0,3295.0
2004,서울,극동,일반용1,25955.0,117131.0
2004,서울,극동,일반용2,525.0,47684.0
2004,서울,극동,집단에너지용,,
2004,서울,극동,취사용,74427.0,98856.0
2004,서울,대한,개별난방용,421376.0,385254.0
2004,서울,대한,냉난방용,1697.0,54598.0
2004,서울,대한,산업용,28.0,4541.0
2004,서울,대한,수송용,25.0,8869.0
2004,서울,대한,업무난방용,26789.0,148069.0
2004,서울,대한,연료전지용,,
2004,서울,대한,열병합용,12.0,28663.0
2004,서울,대한,일반용1,26267.0,114108.0
2004,서울,대한,일반용2,367.0,33958.0
2004,서울,대한,집단에너지용,,
2004,서울,대한,취사용,177096.0,70632.0
2004,서울,서울,개별난방용,1054694.0,970588.0
2004,서울,서울,냉난방용,1290.0,34343.0
2004,서울,서울,산업용,180.0,73022.0
2004,서울,서울,수송용,32.0,23277.0
2004,서울,서울,업무난방용,51253.0,152908.0
2004,서울,서울,연료전지용,,
2004,서울,서울,열병합용,1.0,119061.0
2004,서울,서울,일반용1,40516.0,118143.0
2004,서울,서울,일반용2,832.0,50172.0
2004,서울,서울,집단에너지용,,
2004,서울,서울,취사용,200375.0,143734.0
2004,서울,한진,개별난방용,322242.0,339479.0
2004,서울,한진,냉난방용,281.0,6001.0
2004,서울,한진,산업용,189.0,1932.0
2004,서울,한진,수송용,3.0,8800.0
2004,서울,한진,업무난방용,7438.0,40718.0
2004,서울,한진,연료전지용,,
2004,서울,한진,열병합용,1.0,98698.0
2004,서울,한진,일반용1,6625.0,29172.0
2004,서울,한진,일반용2,206.0,21411.0
2004,서울,한진,집단에너지용,,
2004,서울,한진,취사용,157210.0,57469.0
2004,울산,경동,개별난방용,207090.0,137801.0
2004,울산,경동,냉난방용,136.0,5340.0
2004,울산,경동,산업용,261.0,557923.0
2004,울산,경동,수송용,9.0,6861.0
2004,울산,경동,업무난방용,1050.0,12373.0
2004,울산,경동,연료전지용,,
2004,울산,경동,열병합용,1.0,66.0
2004,울산,경동,일반용1,4735.0,13731.0
2004,울산,경동,일반용2,223.0,19050.0
2004,울산,경동,집단에너지용,,
2004,울산,경동,취사용,10773.0,27227.0
2004,인천,삼천리,개별난방용,233010.0,225837.0
2004,인천,삼천리,냉난방용,165.0,4714.0
2004,인천,삼천리,산업용,478.0,342484.0
2004,인천,삼천리,수송용,17.0,11226.0
2004,인천,삼천리,업무난방용,1516.0,20069.0
2004,인천,삼천리,연료전지용,,
2004,인천,삼천리,열병합용,5.0,1833.0
2004,인천,삼천리,일반용1,2581.0,12167.0
2004,인천,삼천리,일반용2,119.0,16402.0
2004,인천,삼천리,집단에너지용,,
2004,인천,삼천리,취사용,29877.0,32488.0
2004,인천,인천,개별난방용,423539.0,336516.0
2004,인천,인천,냉난방용,286.0,7966.0
2004,인천,인천,산업용,137.0,131658.0
2004,인천,인천,수송용,31.0,10956.0
2004,인천,인천,업무난방용,15893.0,28880.0
2004,인천,인천,연료전지용,,
2004,인천,인천,열병합용,2.0,2262.0
2004,인천,인천,일반용1,5860.0,23794.0
2004,인천,인천,일반용2,281.0,25316.0
2004,인천,인천,집단에너지용,,
2004,인천,인천,취사용,84154.0,59008.0
2004,전남,대화,개별난방용,30010.0,24389.0
2004,전남,대화,냉난방용,32.0,668.0
2004,전남,대화,산업용,20.0,13350.0
2004,전남,대화,수송용,0.0,0.0
2004,전남,대화,업무난방용,122.0,1553.0
2004,전남,대화,연료전지용,,
2004,전남,대화,열병합용,0.0,0.0
2004,전남,대화,일반용1,241.0,754.0
2004,전남,대화,일반용2,41.0,2125.0
2004,전남,대화,집단에너지용,,
2004,전남,대화,취사용,9641.0,5630.0
2004,전남,목포,개별난방용,40083.0,23459.0
2004,전남,목포,냉난방용,51.0,1415.0
2004,전남,목포,산업용,8.0,908.0
2004,전남,목포,수송용,0.0,0.0
2004,전남,목포,업무난방용,132.0,2141.0
2004,전남,목포,연료전지용,,
2004,전남,목포,열병합용,0.0,0.0
2004,전남,목포,일반용1,377.0,1185.0
2004,전남,목포,일반용2,97.0,3417.0
2004,전남,목포,집단에너지용,,
2004,전남,목포,취사용,4111.0,5452.0
2004,전남,전남,개별난방용,64313.0,44984.0
2004,전남,전남,냉난방용,76.0,2288.0
2004,전남,전남,산업용,19.0,90245.0
2004,전남,전남,수송용,0.0,0.0
2004,전남,전남,업무난방용,600.0,3798.0
2004,전남,전남,연료전지용,,
2004,전남,전남,열병합용,0.0,0.0
2004,전남,전남,일반용1,804.0,1920.0
2004,전남,전남,일반용2,52.0,1560.0
2004,전남,전남,집단에너지용,,
2004,전남,전남,취사용,11725.0,989.0
2004,전남,해양,개별난방용,10980.0,5082.0
2004,전남,해양,냉난방용,4.0,591.0
2004,전남,해양,산업용,11.0,4670.0
2004,전남,해양,수송용,0.0,0.0
2004,전남,해양,업무난방용,20.0,649.0
2004,전남,해양,연료전지용,,
2004,전남,해양,열병합용,0.0,0.0
2004,전남,해양,일반용1,360.0,167.0
2004,전남,해양,일반용2,7.0,434.0
2004,전남,해양,집단에너지용,,
2004,전남,해양,취사용,0.0,1560.0
2004,전북,군산,개별난방용,36781.0,25427.0
2004,전북,군산,냉난방용,34.0,742.0
2004,전북,군산,산업용,24.0,35519.0
2004,전북,군산,수송용,1.0,302.0
2004,전북,군산,업무난방용,190.0,2528.0
2004,전북,군산,연료전지용,,
2004,전북,군산,열병합용,1.0,296.0
2004,전북,군산,일반용1,265.0,3341.0
2004,전북,군산,일반용2,0.0,0.0
2004,전북,군산,집단에너지용,,
2004,전북,군산,취사용,4906.0,3086.0
2004,전북,익산,개별난방용,50320.0,32467.0
2004,전북,익산,냉난방용,46.0,811.0
2004,전북,익산,산업용,49.0,24589.0
2004,전북,익산,수송용,3.0,66.0
2004,전북,익산,업무난방용,360.0,3730.0
2004,전북,익산,연료전지용,,
2004,전북,익산,열병합용,2.0,2740.0
2004,전북,익산,일반용1,555.0,1602.0
2004,전북,익산,일반용2,73.0,3589.0
2004,전북,익산,집단에너지용,,
2004,전북,익산,취사용,5435.0,4597.0
2004,전북,전북,개별난방용,135036.0,100877.0
2004,전북,전북,냉난방용,138.0,3713.0
2004,전북,전북,산업용,140.0,49668.0
2004,전북,전북,수송용,5.0,7245.0
2004,전북,전북,업무난방용,912.0,10249.0
2004,전북,전북,연료전지용,,
2004,전북,전북,열병합용,0.0,0.0
2004,전북,전북,일반용1,2214.0,15971.0
2004,전북,전북,일반용2,0.0,0.0
2004,전북,전북,집단에너지용,,
2004,전북,전북,취사용,13266.0,13001.0
2004,충남,서해,개별난방용,12904.0,9200.0
2004,충남,서해,냉난방용,5.0,142.0
2004,충남,서해,산업용,12.0,96152.0
2004,충남,서해,수송용,0.0,0.0
2004,충남,서해,업무난방용,84.0,527.0
2004,충남,서해,연료전지용,,
2004,충남,서해,열병합용,0.0,0.0
2004,충남,서해,일반용1,66.0,731.0
2004,충남,서해,일반용2,0.0,0.0
2004,충남,서해,집단에너지용,,
2004,충남,서해,취사용,0.0,1470.0
2004,충남,중부,개별난방용,124735.0,99516.0
2004,충남,중부,냉난방용,110.0,3063.0
2004,충남,중부,산업용,150.0,212850.0
2004,충남,중부,수송용,3.0,4515.0
2004,충남,중부,업무난방용,1190.0,10953.0
2004,충남,중부,연료전지용,,
2004,충남,중부,열병합용,1.0,17.0
2004,충남,중부,일반용1,964.0,3200.0
2004,충남,중부,일반용2,435.0,16075.0
2004,충남,중부,집단에너지용,,
2004,충남,중부,취사용,15469.0,17246.0
2004,충남,충남,개별난방용,5576.0,5937.0
2004,충남,충남,냉난방용,3.0,52.0
2004,충남,충남,산업용,0.0,0.0
2004,충남,충남,수송용,0.0,0.0
2004,충남,충남,업무난방용,39.0,280.0
2004,충남,충남,연료전지용,,
