연도,시도,회사,구분,길이
2010,경북,포항,본관,160424.0
2010,광주,해양,공급관,900566.0
2010,광주,해양,본관,287358.0
2010,대구,대성,공급관,1266733.0
2010,대구,대성,본관,551446.0
2010,대전,충남,공급관,824961.0
2010,대전,충남,본관,351523.0
2010,부산,부산,공급관,1446508.0
2010,부산,부산,본관,670095.0
2010,서울,강남,공급관,430682.0
2010,서울,강남,본관,128907.0
2010,서울,대륜,공급관,601385.0
2010,서울,대륜,본관,132201.0
2010,서울,대한,공급관,989451.0
2010,서울,대한,본관,348969.0
2010,서울,서울,공급관,2469681.0
2010,서울,서울,본관,424426.0
2010,서울,예스코,공급관,1495317.0
2010,서울,예스코,본관,320880.0
2010,울산,경동,공급관,939514.0
2010,울산,경동,본관,385670.0
2010,인천,삼천리,공급관,504551.0
2010,인천,삼천리,본관,241021.0
2010,인천,인천,공급관,800454.0
2010,인천,인천,본관,281712.0
2010,전남,대화,공급관,47387.0
2010,전남,대화,본관,95570.0
2010,전남,목포,공급관,128876.0
2010,전남,목포,본관,102727.0
2010,전남,전남,공급관,172525.0
2010,전남,전남,본관,114046.0
2010,전남,해양,공급관,33977.0
2010,전남,해양,본관,54811.0
2010,전북,군산,공급관,124619.0
2010,전북,군산,본관,112392.0
2010,전북,전북,공급관,591810.0
2010,전북,전북,본관,197246.0
2010,전북,전북ES,공급관,128019.0
2010,전북,전북ES,본관,78997.0
2010,제주,제주,공급관,18601.0
2010,제주,제주,본관,35425.0
2010,충남,서해,공급관,101084.0
2010,충남,서해,본관,201990.0
2010,충남,중부,공급관,452956.0
2010,충남,중부,본관,543976.0
2010,충남,충남,공급관,17332.0
2010,충남,충남,본관,10709.0
2010,충북,참빛충북,공급관,52249.0
2010,충북,참빛충북,본관,62360.0
2010,충북,충청ES,공급관,474246.0
2010,충북,충청ES,본관,313333.0
2011,강원,강원,공급관,231503.0
2011,강원,강원,본관,123496.0
2011,강원,참빛,공급관,12145.0
2011,강원,참빛,본관,33375.0
2011,강원,참빛영동,공급관,32130.0
2011,강원,참빛영동,본관,67655.0
2011,강원,참빛원주,공급관,172588.0
2011,강원,참빛원주,본관,121003.0
2011,경기,대륜,공급관,361428.0
2011,경기,대륜,본관,205134.0
2011,경기,삼천리,공급관,2811524.0
2011,경기,삼천리,본관,1454159.0
2011,경기,서울,공급관,660707.0
2011,경기,서울,본관,333409.0
2011,경기,예스코,공급관,336789.0
2011,경기,예스코,본관,246436.0
2011,경기,인천,공급관,5704.0
2011,경기,인천,본관,42893.0
2011,경기,코원ES,공급관,985240.0
2011,경기,코원ES,본관,488807.0
2011,경남,경남,공급관,982026.0
2011,경남,경남,본관,551604.0
2011,경남,경동,공급관,165208.0
2011,경남,경동,본관,109960.0
2011,경남,지에스이,공급관,117257.0
2011,경남,지에스이,본관,124280.0
2011,경북,경북,공급관,64770.0
2011,경북,경북,본관,64174.0
2011,경북,대성,공급관,139606.0
2011,경북,대성,본관,101288.0
2011,경북,서라벌,공급관,105437.0
2011,경북,서라벌,본관,137828.0
2011,경북,영남ES,공급관,399459.0
2011,경북,영남ES,본관,251907.0
2011,경북,포항,공급관,358391.0
2011,경북,포항,본관,171757.0
2011,광주,해양,공급관,977731.0
2011,광주,해양,본관,293568.0
2011,대구,대성,공급관,1342666.0
2011,대구,대성,본관,557907.0
2011,대전,충남,공급관,885196.0
2011,대전,충남,본관,355058.0
2011,부산,부산,공급관,1506475.0
2011,부산,부산,본관,681409.0
2011,서울,강남,공급관,429037.0
2011,서울,강남,본관,128613.0
2011,서울,대륜,공급관,602394.0
2011,서울,대륜,본관,132594.0
2011,서울,서울,공급관,2469059.0
2011,서울,서울,본관,427545.0
2011,서울,예스코,공급관,1509453.0
2011,서울,예스코,본관,330372.0
2011,서울,코원ES,공급관,994039.0
2011,서울,코원ES,본관,351533.0
2011,울산,경동,공급관,981247.0
2011,울산,경동,본관,398904.0
2011,인천,삼천리,공급관,510684.0
2011,인천,삼천리,본관,253941.0
2011,인천,인천,공급관,844406.0
2011,인천,인천,본관,297156.0
2011,전남,대화,공급관,57684.0
2011,전남,대화,본관,103171.0
2011,전남,목포,공급관,145467.0
2011,전남,목포,본관,116252.0
2011,전남,전남,공급관,192889.0
2011,전남,전남,본관,122093.0
2011,전남,해양,공급관,45244.0
2011,전남,해양,본관,80786.0
2011,전북,군산,공급관,144024.0
2011,전북,군산,본관,130024.0
2011,전북,전북,공급관,641395.0
2011,전북,전북,본관,212216.0
2011,전북,전북ES,공급관,137380.0
2011,전북,전북ES,본관,81509.0
2011,제주,제주,공급관,20206.0
2011,제주,제주,본관,40185.0
2011,충남,서해,공급관,135875.0
2011,충남,서해,본관,229139.0
2011,충남,중부,공급관,500067.0
2011,충남,중부,본관,568345.0
2011,충남,충남,공급관,17530.0
2011,충남,충남,본관,10733.0
2011,충북,참빛충북,공급관,58085.0
2011,충북,참빛충북,본관,64219.0
2011,충북,충청ES,공급관,493171.0
2011,충북,충청ES,본관,340204.0
2012,강원,강원,공급관,237214.0
2012,강원,강원,본관,126111.0
2012,강원,참빛,공급관,13334.0
2012,강원,참빛,본관,35405.0
2012,강원,참빛영동,공급관,38399.0
2012,강원,참빛영동,본관,72417.0
2012,강원,참빛원주,공급관,184987.0
2012,강원,참빛원주,본관,122817.0
2012,경기,대륜,공급관,382832.0
2012,경기,대륜,본관,234384.0
2012,경기,삼천리,공급관,2912413.0
2012,경기,삼천리,본관,1502033.0
2012,경기,서울,공급관,767138.0
2012,경기,서울,본관,358253.0
2012,경기,예스코,공급관,354164.0
2012,경기,예스코,본관,255036.0
2012,경기,인천,공급관,7905.0
2012,경기,인천,본관,43400.0
2012,경기,코원ES,공급관,1030991.0
2012,경기,코원ES,본관,494475.0
2012,경남,경남,공급관,1050329.0
2012,경남,경남,본관,575884.0
2012,경남,경동,공급관,178063.0
2012,경남,경동,본관,115941.0
2012,경남,지에스이,공급관,141230.0
2012,경남,지에스이,본관,136334.0
2012,경북,대성,공급관,150670.0
2012,경북,대성,본관,102111.0
2012,경북,대성청정,공급관,96369.0
2012,경북,대성청정,본관,101474.0
2012,경북,서라벌,공급관,115339.0
2012,경북,서라벌,본관,141582.0
2012,경북,영남ES,공급관,416201.0
2012,경북,영남ES,본관,267181.0
2012,경북,포항,공급관,380000.0
2012,경북,포항,본관,175600.0
2012,광주,해양,공급관,1046235.0
2012,광주,해양,본관,301009.0
2012,대구,대성,공급관,1436753.0
2012,대구,대성,본관,563210.0
2012,대전,충남,공급관,942590.0
2012,대전,충남,본관,366996.0
2012,부산,부산,공급관,1565511.0
2012,부산,부산,본관,695248.0
2012,서울,강남,공급관,429800.0
2012,서울,강남,본관,128602.0
2012,서울,대륜,공급관,604700.0
2012,서울,대륜,본관,132384.0
2012,서울,서울,공급관,2457426.0
2012,서울,서울,본관,427209.0
2012,서울,예스코,공급관,1511531.0
2012,서울,예스코,본관,331265.0
2012,서울,코원ES,공급관,1015044.0
2012,서울,코원ES,본관,361694.0
2012,울산,경동,공급관,1046151.0
2012,울산,경동,본관,426048.0
2012,인천,삼천리,공급관,517498.0
2012,인천,삼천리,본관,260121.0
2012,인천,인천,공급관,905543.0
2012,인천,인천,본관,323098.0
2012,전남,대화,공급관,69917.0
2012,전남,대화,본관,106299.0
2012,전남,목포,공급관,155048.0
2012,전남,목포,본관,122272.0
2012,전남,전남,공급관,204287.0
2012,전남,전남,본관,125206.0
2012,전남,해양,공급관,107164.0
2012,전남,해양,본관,130627.0
2012,전북,군산,공급관,161362.0
2012,전북,군산,본관,147003.0
2012,전북,전북,공급관,711228.0
2012,전북,전북,본관,240253.0
2012,전북,전북ES,공급관,148085.0
2012,전북,전북ES,본관,100485.0
2012,제주,제주,공급관,21663.0
2012,제주,제주,본관,41021.0
2012,충남,서해,공급관,147767.0
2012,충남,서해,본관,258502.0
2012,충남,중부,공급관,544962.0
2012,충남,중부,본관,610353.0
2012,충남,충남,공급관,17945.0
2012,충남,충남,본관,13105.0
2012,충북,참빛충북,공급관,84910.0
2012,충북,참빛충북,본관,78023.0
2012,충북,충청ES,공급관,517966.0
2012,충북,충청ES,본관,364560.0
2013,강원,강원,공급관,247569.0
2013,강원,강원,본관,132739.0
2013,강원,참빛,공급관,14099.0
2013,강원,참빛,본관,38200.0
2013,강원,참빛영동,공급관,42953.0
2013,강원,참빛영동,본관,73154.0
2013,강원,참빛원주,공급관,205249.0
2013,강원,참빛원주,본관,132968.0
2013,경기,대륜,공급관,410807.0
2013,경기,대륜,본관,252773.0
2013,경기,삼천리,공급관,2981132.0
2013,경기,삼천리,본관,1530331.0
2013,경기,서울,공급관,836194.0
2013,경기,서울,본관,374199.0
2013,경기,예스코,공급관,398393.0
2013,경기,예스코,본관,282614.0
2013,경기,인천,공급관,12667.0
2013,경기,인천,본관,46783.0
2013,경기,코원ES,공급관,1060100.0
2013,경기,코원ES,본관,502642.0
2013,경남,경남,공급관,1142885.0
2013,경남,경남,본관,603494.0
2013,경남,경동,공급관,192790.0
2013,경남,경동,본관,117506.0
2013,경남,지에스이,공급관,172888.0
2013,경남,지에스이,본관,143090.0
2013,경북,대성,공급관,157922.0
2013,경북,대성,본관,102250.0
2013,경북,대성청정,공급관,118155.0
2013,경북,대성청정,본관,110792.0
2013,경북,서라벌,공급관,124742.0
2013,경북,서라벌,본관,151398.0
2013,경북,영남ES,공급관,443083.0
2013,경북,영남ES,본관,284727.0
2013,경북,포항,공급관,394929.0
2013,경북,포항,본관,182903.0
2013,광주,해양,공급관,1091043.0
2013,광주,해양,본관,301937.0
2013,대구,대성,공급관,1543505.0
2013,대구,대성,본관,570136.0
2013,대전,충남,공급관,999107.0
2013,대전,충남,본관,369140.0
2013,부산,부산,공급관,1626334.0
2013,부산,부산,본관,721007.0
2013,서울,강남,공급관,428385.0
2013,서울,강남,본관,128547.0
2013,서울,대륜,공급관,605592.0
2013,서울,대륜,본관,132426.0
2013,서울,서울,공급관,2466594.0
2013,서울,서울,본관,430231.0
2013,서울,예스코,공급관,1499743.0
2013,서울,예스코,본관,328921.0
2013,서울,코원ES,공급관,1015379.0
2013,서울,코원ES,본관,361034.0
2013,세종,중부,공급관,121018.0
2013,세종,중부,본관,82316.0
2013,세종,충청ES,공급관,4288.0
2013,세종,충청ES,본관,10922.0
2013,울산,경동,공급관,1095589.0
2013,울산,경동,본관,455042.0
2013,인천,삼천리,공급관,522876.0
2013,인천,삼천리,본관,262766.0
2013,인천,인천,공급관,955883.0
2013,인천,인천,본관,345433.0
2013,전남,대화,공급관,86695.0
2013,전남,대화,본관,110233.0
2013,전남,목포,공급관,181441.0
2013,전남,목포,본관,126656.0
2013,전남,전남,공급관,221689.0
2013,전남,전남,본관,124789.0
2013,전남,해양,공급관,142996.0
2013,전남,해양,본관,152414.0
2013,전북,군산,공급관,178715.0
2013,전북,군산,본관,154897.0
2013,전북,전북,공급관,779550.0
2013,전북,전북,본관,266274.0
2013,전북,전북ES,공급관,161099.0
2013,전북,전북ES,본관,112136.0
2013,제주,제주,공급관,23467.0
2013,제주,제주,본관,42418.0
2013,충남,서해,공급관,182765.0
2013,충남,서해,본관,296825.0
2013,충남,중부,공급관,531460.0
2013,충남,중부,본관,562839.0
2013,충남,충남,공급관,18124.0
2013,충남,충남,본관,13283.0
2013,충북,참빛충북,공급관,107367.0
2013,충북,참빛충북,본관,79916.0
2013,충북,충청ES,공급관,543597.0
2013,충북,충청ES,본관,390752.0
2014,강원,강원,공급관,252000.0
2014,강원,강원,본관,135000.0
2014,강원,참빛,공급관,15316.0
2014,강원,참빛,본관,38263.0
2014,강원,참빛영동,공급관,43575.0
2014,강원,참빛영동,본관,76972.0
2014,강원,참빛원주,공급관,227243.0
2014,강원,참빛원주,본관,139831.0
2014,경기,대륜,공급관,473307.0
2014,경기,대륜,본관,282263.0
2014,경기,삼천리,공급관,3102633.0
2014,경기,삼천리,본관,1577810.0
2014,경기,서울,공급관,915979.0
2014,경기,서울,본관,385605.0
2014,경기,예스코,공급관,441307.0
2014,경기,예스코,본관,301360.0
2014,경기,인천,공급관,13910.0
2014,경기,인천,본관,52178.0
2014,경기,코원ES,공급관,1105711.0
2014,경기,코원ES,본관,521519.0
2014,경남,경남,공급관,1217758.0
2014,경남,경남,본관,621470.0
2014,경남,경동,공급관,205810.0
2014,경남,경동,본관,124387.0
2014,경남,지에스이,공급관,222363.0
2014,경남,지에스이,본관,146366.0
2014,경북,대성,공급관,163890.0
2014,경북,대성,본관,102454.0
2014,경북,대성청정,공급관,93410.0
2014,경북,대성청정,본관,79229.0
2014,경북,서라벌,공급관,142432.0
2014,경북,서라벌,본관,158420.0
2014,경북,영남ES,공급관,475434.0
2014,경북,영남ES,본관,290128.0
2014,경북,포항,공급관,411600.0
2014,경북,포항,본관,187200.0
2014,광주,해양,공급관,1133361.0
2014,광주,해양,본관,305455.0
2014,대구,대성,공급관,1639276.0
2014,대구,대성,본관,572969.0
2014,대전,충남,공급관,1052922.0
2014,대전,충남,본관,374708.0
2014,부산,부산,공급관,1672234.0
2014,부산,부산,본관,733349.0
2014,서울,강남,공급관,428606.0
2014,서울,강남,본관,128577.0
2014,서울,대륜,공급관,607593.0
2014,서울,대륜,본관,131968.0
2014,서울,서울,공급관,2473299.0
2014,서울,서울,본관,431397.0
2014,서울,예스코,공급관,1499965.0
2014,서울,예스코,본관,331067.0
2014,서울,코원ES,공급관,1023106.0
2014,서울,코원ES,본관,370478.0
2014,세종,중부,공급관,160137.0
2014,세종,중부,본관,84300.0
2014,세종,충청ES,공급관,5703.0
2014,세종,충청ES,본관,12686.0
2014,울산,경동,공급관,1140836.0
2014,울산,경동,본관,468820.0
2014,인천,삼천리,공급관,528371.0
2014,인천,삼천리,본관,266253.0
2014,인천,인천,공급관,981073.0
2014,인천,인천,본관,349960.0
2014,전남,대화,공급관,119348.0
2014,전남,대화,본관,111473.0
2014,전남,목포,공급관,202377.0
2014,전남,목포,본관,129936.0
2014,전남,전남,공급관,245565.0
2014,전남,전남,본관,129682.0
2014,전남,해양,공급관,174170.0
2014,전남,해양,본관,169734.0
2014,전북,군산,공급관,187442.0
2014,전북,군산,본관,161645.0
2014,전북,전북,공급관,851223.0
2014,전북,전북,본관,285945.0
2014,전북,전북ES,공급관,171831.0
2014,전북,전북ES,본관,116829.0
2014,제주,제주,공급관,25500.0
2014,제주,제주,본관,45268.0
2014,충남,서해,공급관,223523.0
2014,충남,서해,본관,320647.0
2014,충남,중부,공급관,574561.0
2014,충남,중부,본관,574721.0
2014,충남,충남,공급관,18214.0
2014,충남,충남,본관,13311.0
2014,충북,참빛충북,공급관,124138.0
2014,충북,참빛충북,본관,82670.0
2014,충북,충청ES,공급관,581469.0
2014,충북,충청ES,본관,402495.0
2015,강원,강원,공급관,267090.0
2015,강원,강원,본관,138423.0
2015,강원,참빛,공급관,17177.0
2015,강원,참빛,본관,40673.0
2015,강원,참빛영동,공급관,65072.0
2015,강원,참빛영동,본관,86285.0
2015,강원,참빛원주,공급관,243706.0
2015,강원,참빛원주,본관,143058.0
2015,경기,대륜,공급관,504801.0
2015,경기,대륜,본관,291316.0
2015,경기,삼천리,공급관,3192540.0
2015,경기,삼천리,본관,1600874.0
2015,경기,서울,공급관,965238.0
2015,경기,서울,본관,391276.0
2015,경기,예스코,공급관,450727.0
2015,경기,예스코,본관,307263.0
2015,경기,인천,공급관,14438.0
2015,경기,인천,본관,55151.0
2015,경기,코원ES,공급관,1141566.0
2015,경기,코원ES,본관,542239.0
2015,경남,경남,공급관,1293110.0
2015,경남,경남,본관,645969.0
2015,경남,경동,공급관,222252.0
2015,경남,경동,본관,127493.0
2015,경남,지에스이,공급관,239548.0
2015,경남,지에스이,본관,147367.0
2015,경북,대성,공급관,177659.0
2015,경북,대성,본관,106483.0
2015,경북,대성청정,공급관,122330.0
2015,경북,대성청정,본관,96632.0
2015,경북,서라벌,공급관,180949.0
2015,경북,서라벌,본관,177350.0
2015,경북,영남ES,공급관,495424.0
2015,경북,영남ES,본관,296767.0
2015,경북,포항,공급관,420681.0
2015,경북,포항,본관,189424.0
2015,광주,해양,공급관,1169636.0
2015,광주,해양,본관,315078.0
2015,대구,대성,공급관,1728383.0
2015,대구,대성,본관,567138.0
2015,대전,충남,공급관,1100948.0
2015,대전,충남,본관,382691.0
2015,부산,부산,공급관,1714496.0
2015,부산,부산,본관,744220.0
2015,서울,귀뚜라미,공급관,428850.0
2015,서울,귀뚜라미,본관,128568.0
2015,서울,대륜,공급관,605990.0
2015,서울,대륜,본관,131848.0
2015,서울,서울,공급관,2480186.0
2015,서울,서울,본관,434069.0
2015,서울,예스코,공급관,1492974.0
2015,서울,예스코,본관,331328.0
2015,서울,코원ES,공급관,1024508.0
2015,서울,코원ES,본관,376080.0
2015,세종,중부,공급관,177341.0
2015,세종,중부,본관,89219.0
2015,세종,충청ES,공급관,6780.0
2015,세종,충청ES,본관,16640.0
2015,울산,경동,공급관,1198502.0
2015,울산,경동,본관,476022.0
2015,인천,삼천리,공급관,533885.0
2015,인천,삼천리,본관,267517.0
2015,인천,인천,공급관,1013338.0
2015,인천,인천,본관,357338.0
2015,전남,대화,공급관,153562.0
2015,전남,대화,본관,111651.0
2015,전남,목포,공급관,221636.0
2015,전남,목포,본관,131020.0
2015,전남,전남,공급관,276462.0
2015,전남,전남,본관,135813.0
2015,전남,해양,공급관,232108.0
2015,전남,해양,본관,208303.0
2015,전북,군산,공급관,199471.0
2015,전북,군산,본관,166531.0
2015,전북,전북,공급관,920284.0
2015,전북,전북,본관,289986.0
2015,전북,전북ES,공급관,184120.0
2015,전북,전북ES,본관,119482.0
2015,제주,제주,공급관,26342.0
2015,제주,제주,본관,46526.0
2015,충남,서해,공급관,273686.0
2015,충남,서해,본관,330461.0
2015,충남,중부,공급관,632425.0
2015,충남,중부,본관,595407.0
2015,충남,충남,공급관,19723.0
2015,충남,충남,본관,13898.0
2015,충북,참빛충북,공급관,144148.0
2015,충북,참빛충북,본관,86265.0
2015,충북,충청ES,공급관,611615.0
2015,충북,충청ES,본관,412180.0
2016,강원,강원,공급관,269558.0
2016,강원,강원,본관,146923.0
2016,강원,명성,공급관,0.0
2016,강원,명성,본관,8287.0
2016,강원,참빛,공급관,17901.0
2016,강원,참빛,본관,41512.0
2016,강원,참빛영동,공급관,74290.0
2016,강원,참빛영동,본관,94911.0
2016,강원,참빛원주,공급관,266459.0
2016,강원,참빛원주,본관,143482.0
2016,경기,대륜,공급관,522340.0
2016,경기,대륜,본관,300438.0
2016,경기,삼천리,공급관,3298332.0
2016,경기,삼천리,본관,1640401.0
2016,경기,서울,공급관,1026913.0
2016,경기,서울,본관,394239.0
2016,경기,예스코,공급관,482078.0
2016,경기,예스코,본관,310717.0
2016,경기,인천,공급관,14629.0
2016,경기,인천,본관,57215.0
2016,경기,코원ES,공급관,1181695.0
2016,경기,코원ES,본관,544180.0
2016,경남,경남,공급관,1383798.0
2016,경남,경남,본관,664051.0
2016,경남,경동,공급관,239645.0
2016,경남,경동,본관,129822.0
2016,경남,지에스이,공급관,279997.0
2016,경남,지에스이,본관,152442.0
2016,경북,대성,공급관,189567.0
2016,경북,대성,본관,106906.0
2016,경북,대성청정,공급관,137591.0
2016,경북,대성청정,본관,104535.0
2016,경북,서라벌,공급관,201277.0
2016,경북,서라벌,본관,194357.0
2016,경북,영남ES,공급관,510537.0
2016,경북,영남ES,본관,303958.0
2016,경북,포항,공급관,434620.0
2016,경북,포항,본관,195561.0
2016,광주,해양,공급관,1191696.0
2016,광주,해양,본관,320931.0
2016,대구,대성,공급관,1830571.0
2016,대구,대성,본관,573997.0
2016,대전,충남,공급관,1142695.0
2016,대전,충남,본관,379054.0
2016,부산,부산,공급관,1767039.0
2016,부산,부산,본관,752627.0
2016,서울,귀뚜라미,공급관,457523.0
2016,서울,귀뚜라미,본관,130427.0
2016,서울,대륜,공급관,602873.0
2016,서울,대륜,본관,132194.0
2016,서울,서울,공급관,2464102.0
2016,서울,서울,본관,434554.0
2016,서울,예스코,공급관,1491635.0
2016,서울,예스코,본관,353983.0
2016,서울,코원ES,공급관,1025795.0
2016,서울,코원ES,본관,375935.0
2016,세종,중부,공급관,196511.0
2016,세종,중부,본관,93623.0
2016,세종,충청ES,공급관,7020.0
2016,세종,충청ES,본관,13004.0
2016,울산,경동,공급관,1248180.0
2016,울산,경동,본관,481643.0
2016,인천,삼천리,공급관,543039.0
2016,인천,삼천리,본관,272178.0
2016,인천,인천,공급관,1027162.0
2016,인천,인천,본관,373498.0
2016,전남,대화,공급관,172189.0
2016,전남,대화,본관,111735.0
2016,전남,목포,공급관,248692.0
2016,전남,목포,본관,143479.0
2016,전남,전남,공급관,298549.0
2016,전남,전남,본관,142036.0
2016,전남,해양,공급관,265365.0
2016,전남,해양,본관,221246.0
2016,전북,군산,공급관,217266.0
2016,전북,군산,본관,167756.0
2016,전북,전북,공급관,969325.0
2016,전북,전북,본관,297699.0
2016,전북,전북ES,공급관,189437.0
2016,전북,전북ES,본관,126764.0
2016,제주,제주,공급관,27513.0
2016,제주,제주,본관,47477.0
2016,충남,서해,공급관,298254.0
2016,충남,서해,본관,345608.0
2016,충남,중부,공급관,691371.0
2016,충남,중부,본관,607376.0
2016,충남,충남,공급관,20255.0
2016,충남,충남,본관,16178.0
2016,충북,참빛충북,공급관,164887.0
2016,충북,참빛충북,본관,96048.0
2016,충북,충청ES,공급관,648616.0
2016,충북,충청ES,본관,428039.0
2017,강원,강원,공급관,280026.0
2017,강원,강원,본관,153792.0
2017,강원,명성,공급관,12.0
2017,강원,명성,본관,10998.0
2017,강원,참빛,공급관,21346.0
2017,강원,참빛,본관,42799.0
2017,강원,참빛영동,공급관,83378.0
2017,강원,참빛영동,본관,101846.0
2017,강원,참빛원주,공급관,284227.0
2017,강원,참빛원주,본관,146507.0
2017,경기,대륜,공급관,544174.0
2017,경기,대륜,본관,305458.0
2017,경기,삼천리,공급관,3444937.0
2017,경기,삼천리,본관,1694144.0
2017,경기,서울,공급관,1069268.0
2017,경기,서울,본관,394873.0
2017,경기,예스코,공급관,515223.0
2017,경기,예스코,본관,334354.0
2017,경기,인천,공급관,15258.0
2017,경기,인천,본관,58207.0
2017,경기,코원ES,공급관,1218916.0
2017,경기,코원ES,본관,551880.0
2017,경남,경남,공급관,1472861.0
2017,경남,경남,본관,672131.0
2017,경남,경동,공급관,252878.0
2017,경남,경동,본관,131574.0
2017,경남,지에스이,공급관,318048.0
2017,경남,지에스이,본관,157242.0
2017,경북,대성,공급관,200331.0
2017,경북,대성,본관,107902.0
2017,경북,대성청정,공급관,155747.0
2017,경북,대성청정,본관,110658.0
2017,경북,서라벌,공급관,220857.0
2017,경북,서라벌,본관,200357.0
2017,경북,영남ES,공급관,524688.0
2017,경북,영남ES,본관,312017.0
2017,경북,포항,공급관,453440.0
2017,경북,포항,본관,205209.0
2017,광주,해양,공급관,1215952.0
2017,광주,해양,본관,326814.0
2017,대구,대성,공급관,1924434.0
2017,대구,대성,본관,580672.0
2017,대전,CNCITY,공급관,1177659.0
2017,대전,CNCITY,본관,380232.0
2017,부산,부산,공급관,1808396.0
2017,부산,부산,본관,753534.0
2017,서울,귀뚜라미,공급관,450611.0
2017,서울,귀뚜라미,본관,130554.0
2017,서울,대륜,공급관,594511.0
2017,서울,대륜,본관,132168.0
2017,서울,서울,공급관,2439709.0
2017,서울,서울,본관,434397.0
2017,서울,예스코,공급관,1502961.0
2017,서울,예스코,본관,332427.0
2017,서울,코원ES,공급관,1023047.0
2017,서울,코원ES,본관,375660.0
2017,세종,중부,공급관,207363.0
2017,세종,중부,본관,93641.0
2017,세종,충청ES,공급관,7157.0
2017,세종,충청ES,본관,16911.0
2017,울산,경동,공급관,1295736.0
2017,울산,경동,본관,488116.0
2017,인천,삼천리,공급관,550068.0
2017,인천,삼천리,본관,273773.0
2017,인천,인천,공급관,1045961.0
2017,인천,인천,본관,382206.0
2017,전남,대화,공급관,185563.0
2017,전남,대화,본관,112881.0
2017,전남,목포,공급관,280140.0
2017,전남,목포,본관,144816.0
2017,전남,전남,공급관,325313.0
2017,전남,전남,본관,144271.0
2017,전남,해양,공급관,301983.0
2017,전남,해양,본관,230310.0
2017,전북,군산,공급관,224152.0
2017,전북,군산,본관,169387.0
2017,전북,전북,공급관,999089.0
2017,전북,전북,본관,303582.0
2017,전북,전북ES,공급관,195704.0
2017,전북,전북ES,본관,136705.0
2017,제주,제주,공급관,28482.0
2017,제주,제주,본관,47823.0
2017,충남,CNCITY,공급관,20642.0
2017,충남,CNCITY,본관,16234.0
2017,충남,서해,공급관,355555.0
2017,충남,서해,본관,373853.0
2017,충남,중부,공급관,756390.0
2017,충남,중부,본관,613230.0
2017,충북,참빛충북,공급관,181636.0
2017,충북,참빛충북,본관,99179.0
2017,충북,충청ES,공급관,681488.0
2017,충북,충청ES,본관,428626.0
2018,강원,강원,공급관,299388.0
2018,강원,강원,본관,162676.0
2018,강원,명성,공급관,12.0
2018,강원,명성,본관,11068.0
2018,강원,참빛,공급관,23431.0
2018,강원,참빛,본관,45309.0
2018,강원,참빛영동,공급관,93499.0
2018,강원,참빛영동,본관,108239.0
2018,강원,참빛원주,공급관,305327.0
2018,강원,참빛원주,본관,160479.0
2018,경기,대륜,공급관,619072.0
2018,경기,대륜,본관,309773.0
2018,경기,삼천리,공급관,3592433.0
2018,경기,삼천리,본관,1740277.0
2018,경기,서울,공급관,1123192.0
2018,경기,서울,본관,401101.0
2018,경기,예스코,공급관,577895.0
2018,경기,예스코,본관,343483.0
2018,경기,인천,공급관,16558.0
2018,경기,인천,본관,59200.0
2018,경기,코원ES,공급관,1254950.0
2018,경기,코원ES,본관,558052.0
2018,경남,경남,공급관,1580190.0
2018,경남,경남,본관,680650.0
2018,경남,경동,공급관,266220.0
2018,경남,경동,본관,134368.0
2018,경남,지에스이,공급관,354653.0
2018,경남,지에스이,본관,158820.0
2018,경북,대성,공급관,211669.0
2018,경북,대성,본관,114167.0
2018,경북,대성청정,공급관,176376.0
2018,경북,대성청정,본관,116261.0
2018,경북,서라벌,공급관,239145.0
2018,경북,서라벌,본관,203645.0
2018,경북,영남ES,공급관,534541.0
2018,경북,영남ES,본관,326619.0
2018,경북,포항,공급관,481213.0
2018,경북,포항,본관,216516.0
2018,광주,해양,공급관,1251910.0
2018,광주,해양,본관,329714.0
2018,대구,대성,공급관,1986716.0
2018,대구,대성,본관,586194.0
2018,대전,CNCITY,공급관,1204563.0
2018,대전,CNCITY,본관,381420.0
2018,부산,부산,공급관,1847933.0
2018,부산,부산,본관,762654.0
2018,서울,귀뚜라미,공급관,452541.0
2018,서울,귀뚜라미,본관,130531.0
2018,서울,대륜,공급관,624058.0
2018,서울,대륜,본관,131976.0
2018,서울,서울,공급관,2427516.0
2018,서울,서울,본관,433572.0
2018,서울,예스코,공급관,1502390.0
2018,서울,예스코,본관,332320.0
2018,서울,코원ES,공급관,1024222.0
2018,서울,코원ES,본관,375395.0
2018,세종,JB,공급관,232519.0
2018,세종,JB,본관,98156.0
2018,세종,충청ES,공급관,7339.0
2018,세종,충청ES,본관,16971.0
2018,울산,경동,공급관,1337257.0
2018,울산,경동,본관,495492.0
2018,인천,삼천리,공급관,555564.0
2018,인천,삼천리,본관,277060.0
2018,인천,인천,공급관,1055687.0
2018,인천,인천,본관,387945.0
2018,전남,대화,공급관,219159.0
2018,전남,대화,본관,115603.0
2018,전남,목포,공급관,299853.0
2018,전남,목포,본관,145450.0
2018,전남,전남,공급관,348784.0
2018,전남,전남,본관,145012.0
2018,전남,해양,공급관,359175.0
2018,전남,해양,본관,243938.0
2018,전북,군산,공급관,241831.0
2018,전북,군산,본관,175602.0
2018,전북,전북,공급관,1024705.0
2018,전북,전북,본관,308611.0
2018,전북,전북ES,공급관,204107.0
2018,전북,전북ES,본관,147125.0
